wind_speed,humidity,temperature,cloud_cover,launch_site_lat,launch_site_long,launch_site_alt,magnetic_field_strength
5.412503122651129,75.18811916122738,21.598068202073712,12.205164323744533,45.07797985721106,45.87394315671284,178.798436892022,36.65732926135121
16.538250012023344,41.24947795123026,-39.22005128807403,79.32648641312807,8.08543878897838,-175.3942722748586,3651.754767398266,64.77632201192452
10.881088667459336,37.67403135613003,-27.6091952120404,49.17439159832633,21.86129936124067,70.05690753328687,571.3020407760705,51.367355428165844
19.654267477811022,91.15716088056158,-34.60571621554044,80.81303175166994,-16.512716393861027,-68.07426296308032,2689.8050589588406,54.83519882632146
14.038192022823573,49.698603739022566,19.97139845199819,30.362744745134094,54.30223851086953,120.55490081371971,2392.1948469903023,38.30683404624163
6.587057112709818,60.16495148356327,4.308321748481937,31.82690106614652,55.98130957271081,-145.7526486158112,4081.9597415206995,30.80413570211663
4.867829842403115,78.04934068596174,-6.860396474323842,34.03438945851729,-49.38511793337248,-115.73239019572952,3636.487946925677,54.5993073188763
3.4314722312287715,84.69731937467434,28.82674245193141,22.28352895972281,-59.908718944489806,-165.78462533770968,257.3232418611782,39.089483925403876
9.373161515254624,54.47410600991241,-8.077107563607768,31.07674210981107,17.552079124304925,-152.76065767181296,2915.348222868309,28.963003885707657
9.370893189747227,96.38077303014981,44.977874923906725,9.272500652277337,-45.869389842026955,159.44527594809318,2180.592509409512,34.74898031454213
1.889983692235122,28.4225631666383,5.2587138559932995,48.26402160969751,-16.895127129204212,-138.6470819985697,857.3114418483813,28.57923542717097
0.12951638157872258,83.9142795468704,-22.393412535758586,84.37937280466934,-43.69393900435618,-19.15622573227114,3229.793885004071,56.608914007535574
18.400735401265123,60.52669372165894,19.63299730413611,30.894818016667546,-34.69870066451814,-119.15095311163569,2066.987297811574,52.176395191586494
11.65321241957545,82.92329150190125,48.96847625543721,50.74931505491135,-22.934420823429434,96.55537325157286,3025.723842699728,35.97813641785152
17.397586607681458,25.79256572388121,-25.53554511862506,99.6586446955088,8.900079343095769,98.93273192806873,1296.508524911054,46.46863579399995
8.862101617010193,97.86359702605917,46.08777264125705,38.644662037146915,-15.39884369541872,-102.38449182097642,3597.309425384889,33.301187923368275
15.674599844289581,38.80169200146319,20.401383066686485,48.614113548656746,-61.79046704513235,122.3659279658736,1937.0616889824882,53.82546361356306
15.997148656376087,48.315855770695734,11.514371528940572,54.54508041316216,87.21522560133016,43.1982720885824,313.19411192341886,26.18819520435579
7.447651075134143,41.598078894377466,-39.499588340203374,19.64897473154109,-78.20121643411406,70.27001982008994,232.5064013293804,39.13572937241801
2.168306378938729,85.46944756597767,14.8870313495078,84.66431047035024,-34.45171430518426,-34.351964709516665,4017.5487012497883,43.67607439977315
4.50310367876715,37.9832711046049,43.93288618080837,2.40380173348711,6.739831533997716,66.1684206116104,2882.5976934886303,51.27156683937163
19.012086347502986,21.270755050504153,45.73499138118983,49.313759810560875,-77.99972029530073,-92.68479325027806,4999.02122317569,49.075088985750824
19.796119270850163,62.666238270622955,9.524211630618382,90.47207127422524,-9.690449382464479,-41.4579927087602,2323.876525612138,33.267624667085485
11.040001697144204,21.931440906995956,-16.517997907241615,78.28013874635101,-42.081976395394456,-160.41113011700793,2014.0016595936977,58.88691270095975
10.839397298438623,47.86915344873328,33.313761258851514,46.93509746433017,8.759538459456166,46.5996298985751,2405.01120076946,59.748742997988515
12.422233554375051,63.367321577447555,-17.718165201400108,18.844085462975613,-86.35486596653348,137.2194962423917,634.8068959520991,58.4710955499459
13.91422917083531,51.73806327045416,-14.182320997337197,66.04675984699003,0.14735555257624355,-29.311742654789327,1796.0947673334094,39.39268936675173
19.475726680537658,28.496247742034264,-20.167231078869495,64.50067719360993,73.82150828368336,20.555283077640524,4347.382760676586,30.611149241917058
12.875968317390834,74.99071751350009,9.851571365946214,65.14205202500959,-7.803338630157654,133.82329986686472,279.6599213141382,59.652550244233026
12.229917777629677,92.8458035208058,-19.920928079244682,75.00405976008277,77.19820685563465,35.531751454200474,1173.6077962346037,30.425891863459306
