delta_v,burn_time,g_forces,trajectory_accuracy,fuel_efficiency
7156.946770846547,593.2703308362459,9.093901626698372,0.9010306422779841,0.7748504356867676
9264.81728506348,647.068116933048,9.164080991379013,0.9733835896679558,0.6581173984195029
9841.770505569464,380.12793292170227,5.965541917094681,0.9260787272226678,0.3993127279892814
6578.944713817438,951.2330237646593,8.371387490991804,0.9705828406500026,0.4125180481295457
9855.089178681365,575.753790590845,9.863764522761576,0.960134726481627,0.4405740705243526
8345.623824364939,793.185165494488,6.188967426160337,0.9921213758927309,0.81134062418041
8692.49856379436,801.373796359268,4.913168523248739,0.9735068813482208,0.4500729964973099
6474.620492384907,386.40075515060863,3.060415094862579,0.9433703374104805,0.398522066382137
9396.68541183602,1026.7215811226292,7.135558794014946,0.9482384901650084,0.5191984183281109
6821.162340389749,755.5048667243568,3.8936952346812035,0.9062925597123683,0.5476300501375709
9732.750795180922,363.8364711038789,7.682455830540588,0.9447961758280242,0.8682965818923984
5370.778455303793,1105.7236042366108,8.040017588006405,0.9296032691237848,0.5600169317801549
8832.143960639114,768.2817942285662,9.306634926209284,0.9830134517686482,0.688889755314956
6496.607606630448,417.9082229059446,3.1774182676288047,0.9850035579482721,0.5264622731822277
9710.535349585876,1182.86450130277,8.433955154045158,0.992516348832805,0.8923663277849416
5902.436840448594,754.1732539849138,3.729876134901498,0.9420484429692837,0.8293288342073988
9534.451729483524,755.9137970960976,5.192204702364256,0.9448149468845286,0.7234997010519746
9962.553870762895,560.6423018428583,5.873696269661938,0.9483604162000614,0.8699004403913269
8991.239865345826,1130.5352381026194,9.26510595255133,0.9613031940596273,0.3958844685000935
8738.103872352342,641.2394698229941,3.25458020066236,0.9146003511230755,0.7734990354558913
6672.723542986567,1154.0547536137835,9.795028073482415,0.9067721531427744,0.4030246219907411
6298.629305408445,1118.2895341009967,4.212824227837731,0.9704121225393003,0.6754367469245031
6500.192977133421,740.8653419540376,9.053423188986276,0.9224455037024855,0.8570496577733211
9955.268146607215,708.218921565349,3.557134072413114,0.9245813349645687,0.6895010432230049
8305.19732179448,389.0939131011718,7.783267244342929,0.980237546936738,0.460565260003194
5699.6739480017395,485.56723109257035,4.9230108892198885,0.9027279613625535,0.7702896164846345
8133.621113369008,437.35510159452025,7.526016867250606,0.9602144058270238,0.5191225126476025
9642.267601514122,461.09795748959283,5.048001073897252,0.9025228303089817,0.729992775059177
5644.7156785806355,837.5295014076911,9.315532917696421,0.992903998742546,0.8025602309275384
7598.256094051395,760.0136535917168,7.12016096897551,0.9352226545564706,0.8920932105608186
5829.3990802131575,444.15818559724954,3.414597018432521,0.9253101568800715,0.5974349435712918
6566.379664248135,606.1993050224055,8.545154643905244,0.9835895747245462,0.7837174263886637
6668.822697448525,724.4587623862558,4.977885899830155,0.9276990115095113,0.8802265843130099
7578.426350049422,307.28910529722003,8.040055227339195,0.9555062554791721,0.660587519731298
8367.151209350737,523.2386700742082,9.389697396399793,0.9899906606627326,0.6102440701022874
8598.515911168735,347.749032074296,9.913167713616087,0.9113896492235384,0.8410651085146317
