thrust,fuel_type,fuel_mass,dry_mass,specific_impulse,stages,stage_mass,stage_thrust,stage_burn_time,structural_integrity
5256.725437056194,hybrid,757499.6558278578,315664.44434594153,371.02848706125206,3,131233.53032162238,3878.807272445256,266.30070698022195,0.950409140860524
9945.344984368898,hybrid,581946.624840949,101783.77588023589,333.22453872536937,1,112216.9633805922,4090.5361861061674,198.6547638717317,0.9644332019307591
9004.541353514453,liquid,225524.88889104011,353702.46367528837,329.2486379726911,3,168577.97062707756,4133.874350838811,323.13137945029155,0.888029557135385
6705.096873796737,solid,406307.36385908024,242319.1092276668,399.40246075731807,2,83812.0979269422,4746.520803854232,448.4712561367082,0.8813511911437726
6869.706457338227,solid,738919.2117471272,121752.34958715703,420.0572373856427,2,136921.8763559733,3613.0298035126707,381.2309799074601,0.8044469445976482
7884.216859446536,solid,366028.91787132184,262306.16355839337,341.84290386449186,2,89897.5859766557,2081.359324685243,516.6745933687002,0.8732619462483182
5984.256941477342,hybrid,446951.7548474015,108428.82890789385,357.99711003830674,1,139757.81711644414,3295.2122397933545,423.54828727856733,0.8150212471488337
9089.010081172151,solid,432337.61271043017,320129.3909565296,347.6264272147026,2,122934.81596453008,4321.601613463477,545.0123622371918,0.8714561912485931
7001.822075250042,hybrid,268150.77819616336,194574.22071208968,373.6430601200538,1,89703.11449497828,4922.915356956333,519.4792784728522,0.9032784367631822
7997.393416788948,solid,506966.3741866201,244993.72111645236,211.15998508108947,1,64860.435058104355,3912.722586006284,516.4636433361297,0.9825284589753268
9420.517534211882,solid,771754.6027458631,313968.79651587084,317.9908092367778,2,185914.769555482,2814.096172926358,165.15044167658974,0.878552482033975
9764.20371170382,hybrid,650496.7210890404,205596.5784311134,221.79453562288623,2,98254.66585062754,2834.923457596586,581.699050317828,0.8176994449156711
5545.799776009461,hybrid,283308.21825758315,394543.6638890964,277.46612289480595,1,86020.77669861371,3573.2730922001942,193.09450897683502,0.939692855441651
6247.8264110333475,solid,707257.6454270794,112870.10500907464,202.7508916204191,3,137891.3972370152,4418.036523531126,243.04846154433372,0.9550956944318305
8039.526715485918,solid,290162.6607816945,228268.5241774046,327.2040676989401,2,87205.98646970818,4865.683017744686,594.0631587941704,0.9793199780306979
9452.920814321751,solid,236655.5649094802,350315.4421204487,381.9599276325662,3,129368.0948461349,3844.7514228878154,238.04842350139427,0.8737325840530192
8097.424298810433,solid,758519.8336288092,259561.20643883012,384.7883064021697,2,114740.54676624376,3300.249147883728,158.149127805368,0.9297760659615664
8608.593731808838,hybrid,258213.81035088433,296578.34102150955,358.6589220144813,2,98341.00310970675,4133.338961263884,197.89603819960283,0.9364110565795667
7775.554966791988,solid,592779.761218626,192158.67858196783,417.83476051365915,2,149367.45017359828,4885.53607140122,273.19834376558623,0.8678947474261944
8958.83865480322,hybrid,626438.7551690517,358990.85828439053,413.41249692501367,2,85856.3386778766,4938.152461868896,434.47598251270506,0.8043797172317282
6266.111865374074,hybrid,477491.2082387666,327708.1576396043,402.046502736835,1,90567.84203004409,2742.349853646068,367.02376362281547,0.8641536791622315
5854.84546400493,solid,436070.60803884803,292933.2442449853,327.9830582804366,1,119652.5175575618,4302.376235430878,415.67487324410826,0.906922216490108
8119.045334344409,solid,639274.9721976276,242375.94159140423,400.8995977617554,3,174472.22906330755,3923.8895796490515,203.79544733474546,0.851000599579897
8814.281992322116,hybrid,261994.62397832453,100869.28625223535,417.2684621005321,3,151921.07397810352,4059.4416318166213,595.7431348732719,0.9189489962667411
8080.437112219937,hybrid,225066.3798595284,202469.41625844024,316.2572493913299,1,147966.42382703826,2474.462164209119,99.40924213338972,0.9709383555038068
6761.843287114618,liquid,717338.1109760613,347257.07826114795,355.8103664157521,3,159819.15753885973,3678.9782089058554,592.8676944274088,0.9583161373551747
8106.48142568388,solid,611806.9138587649,321958.39472823625,226.23332399477854,3,124560.55674264842,3926.6771686327975,521.6570761963671,0.9357870985488317
8582.77290858989,liquid,418674.8795642356,168388.09407290554,270.63510884035657,1,105131.01449235812,4432.2470043980975,150.76075512034845,0.9880639486691991
5154.647547328342,solid,467020.51713896706,272971.5326069683,374.66316888017457,1,184427.79223189442,3396.4270974499977,283.6925422468221,0.9948684191083019
8339.437696124238,liquid,736200.0012614402,292708.57426419767,237.00377355296789,1,50711.453089178955,3401.5508131885076,564.5568608348741,0.8019381516775205
5157.065578199512,liquid,589257.2539640956,211913.10723056804,313.6334106623778,1,199277.0071797684,3082.1562348751672,345.2664620642113,0.9760976569308257
5865.3878587359995,hybrid,296280.72682814725,363237.5771515462,220.1574728698392,3,148299.83882576955,4978.387879875522,139.826288610402,0.8346679576067283
7524.942978333878,hybrid,645149.308914233,351735.77115792263,354.1013526283729,3,151755.55647200992,2503.816711120316,456.3042811615788,0.9174983219309711
5138.408119228068,hybrid,241719.99040583934,133107.10536337824,348.6625243518597,3,78454.65288329413,2347.2093982468514,406.83985185042593,0.8871707545121733
8902.432424858598,liquid,631473.829945921,359976.1780246091,440.35413374151807,1,81921.35260325857,2186.429932744144,375.9883005544646,0.8351169098193368
8994.918663563474,liquid,731713.8594876318,350282.66287415766,365.0882474921129,1,91160.48987107015,4417.2963999951135,468.2806043940215,0.8983892710304043
6431.628409984258,hybrid,207455.23567001012,325026.977914957,219.36190218448698,2,178627.8073734396,3333.2359431120485,244.4764410479475,0.9800234876877757
6841.240013708455,hybrid,667227.781060557,261159.63818361072,272.34821586127475,3,193893.79007075998,4789.422101750584,88.69049196497213,0.9086662059281188
8004.120541633347,solid,372685.9600830504,141366.60267714434,368.417116134987,2,127581.67755929336,3730.493103272728,411.16672345161675,0.959051676400476
9042.34497771998,solid,515627.28564933833,348866.3381869784,316.2923111521494,3,56108.84068572723,4715.061907219746,129.16093124020904,0.9441222361593168
8954.527044178134,hybrid,493437.6920167608,220754.50044218276,381.02359868106026,1,55196.888938838325,2701.8279830116508,464.3085118719163,0.9969830926099408
7889.288745813516,solid,465188.13595938246,215461.55676039754,274.91573338024267,2,132198.57814582362,4994.194992275379,376.5516417187806,0.884194551477621
7215.779221624052,solid,363678.90679019055,174907.70294732705,405.25609701121687,2,53528.86059923153,3712.941372981477,320.7958964969281,0.9207006434842067
5573.360929449758,liquid,589089.722198813,354131.2467419512,383.79943442583476,1,78614.30988303726,3379.7956317159224,221.4053506854596,0.8857122359202607
9033.344517366482,liquid,480735.09265223244,130335.12530719169,257.73734814045486,1,74777.64778162762,2166.784863910957,413.53975072353455,0.9322742790419232
8411.9730573474,hybrid,263216.82663909206,378912.9378063727,246.24673230284105,3,156152.21247150455,2122.24280683074,503.4098967438961,0.9108722406431146
9022.749602614667,solid,273327.5213223726,231166.34117723632,283.628969818226,2,172194.38801980455,4036.2496777813813,87.74581905599054,0.9984267307951443
7044.511109598242,liquid,367793.28723315976,353076.7544460943,360.89869826744604,3,74996.08641043484,4926.197380654783,447.2276345937571,0.9345900502783113
9677.249515000723,hybrid,626452.0884199361,130892.523877362,270.71937763970055,3,191955.2259756529,4620.329150269851,456.0449237630494,0.9708584684276204
9961.697784625034,liquid,459621.1930923924,386675.1564212444,389.45902716244245,3,57177.754833395564,2892.639911003872,592.7777177337556,0.8642126532606316
5685.728001178557,hybrid,319753.4554107775,266713.5015735078,230.5860428552246,3,92222.25625976134,3631.5302925206433,597.2664862869017,0.9311802343860293
8128.005458444435,solid,722808.6745424937,245887.77337801727,386.213600217729,1,110623.96671167386,2659.800841551603,392.24755054301534,0.9244145223348329
9012.52236691727,solid,524273.03881613683,371368.3844718079,379.4902415082246,1,176988.580718445,2298.56871374077,481.29649461603736,0.8118093327026171
8998.786064487347,solid,636767.8473135225,205373.8539664573,270.2851161782513,2,188025.95145812765,4794.364159388953,589.4298760179408,0.9102547360959398
8813.727435303477,solid,587019.9369259628,358993.8771428916,281.18974790905617,1,108288.60783878535,4468.734689102428,98.37457338856953,0.9808521498165464
7026.544107283077,hybrid,675668.829760581,340131.73949264607,401.25353896050785,2,153854.83291637403,2409.382838665374,248.39692860181088,0.8643976083537407
8415.529478418923,solid,512389.1017161525,387040.48164024093,399.5300896024095,2,130756.33025634025,3197.435733760921,264.9379360279439,0.9971966337378574
6197.484907574989,liquid,532676.9050732586,310741.9857831597,441.7153449836045,3,145000.32735858136,2016.207883935648,376.93067151644385,0.8753930347445364
9840.499978554666,liquid,503916.337250914,367849.1068638676,426.48401166550804,2,180406.16951326665,2536.875873139347,502.523926734388,0.9430582366482341
8144.362877131398,solid,453262.06353444,110351.76602035807,445.7567417713085,3,98130.66235554506,4899.20317263627,260.1026872087456,0.8712639175522517
7515.283938127587,liquid,331004.54821310256,299071.3618568424,352.88062224980445,1,188346.25777377424,3955.8944851555752,566.2178505023701,0.8631016558692864
8568.435479914831,liquid,575186.5875092018,242742.22961702012,319.4515874022235,1,167662.00620342995,4606.941939088938,135.03531684883438,0.8823817820892209
6479.448623488901,solid,760652.8844106494,261742.828905906,238.98626463840696,2,183846.74780257896,3431.9150068518547,447.42822687916885,0.9095621215153938
5038.573931485517,hybrid,730093.2432340126,357901.2464380728,207.78967466489522,2,105255.17889839859,3706.145440154698,79.97906060152313,0.9949251064226033
8847.39972662877,solid,498285.9136822635,366015.15399592166,328.0092527555772,2,196173.89075757482,3389.3643320468736,386.39593919485355,0.8407750268411421
9514.376499833379,solid,768858.7115062226,195798.41865502653,417.6787381267317,3,199668.14951626727,2660.3101518804656,337.07931286254035,0.9046847119264845
7507.920099749443,hybrid,225297.9651138523,378918.808136977,408.8314007149552,2,97019.73720049925,2784.2633540984057,288.06551263631104,0.9669875289953199
7864.30214141014,hybrid,232668.68245414557,171763.88695424044,238.67190837820965,3,181310.0707722273,2721.592263361581,261.9691144574633,0.9392092018955186
8001.277255938075,hybrid,618838.4415805555,337682.47677559836,225.12932982023474,2,137963.85296710837,2919.5615671858595,536.1289152562777,0.8542583423929245
8777.001231811235,hybrid,307548.3865095137,133718.8366242565,236.2358334820496,3,102902.83948159727,3143.0465427229856,394.19751049444386,0.9698005284083838
6416.551077905722,solid,366659.0012134018,259390.4850474624,309.45447038493427,1,102793.77282631234,2978.7527869186256,478.91904704905176,0.9367006449982886
8497.930482608663,liquid,256692.44720911724,373847.4551037073,271.56678713666196,3,195171.7262570388,2509.9807015642064,208.6448156951847,0.8362456558441574
5272.685401126268,hybrid,791354.2718459682,204438.36152185913,363.0483713651839,3,124149.67915695174,3377.024655458381,414.10380593194617,0.9579876687634906
9514.18010777187,hybrid,478736.25188960513,390472.69111162535,431.99139060070223,1,116775.25636950774,2508.623117475736,295.5657560635092,0.9902225101761895
6368.513903749842,liquid,356467.2685688301,316766.96478362964,448.75158015013847,2,61728.937045517705,3392.8749951715936,117.0024583711209,0.911516236690319
7186.34015069488,liquid,211601.85340022735,216143.38719108404,289.8684216972573,2,176199.87256621255,2597.2166939011368,310.0293798979002,0.9773086628825194
7372.870889050249,solid,332084.5749175698,163514.76626353565,375.16286199827664,3,77240.76330793212,4798.8963743780605,143.8646364502206,0.9356737377309307
9062.715365742006,solid,690475.255206176,390864.55349305784,436.44122555567924,3,121811.90253079942,2050.306768346681,480.154496522804,0.8344161650627065
8920.505910691398,solid,732838.5813458586,113905.20541871677,445.1407052808641,1,63850.26057342093,3533.030003400911,448.83433221559176,0.9163704663639557
6987.665424687216,hybrid,375012.7893934285,365326.7554288842,200.61684900934722,2,198487.85645012095,2938.5009991447455,395.60944435293464,0.8516095956472388
9146.18156269312,solid,419145.5267772369,372866.87287361274,262.58105181914266,2,134129.21563835244,4719.509952237998,179.15730205708752,0.8509095650642549
5242.25075057557,solid,312909.42019647016,220704.28877598164,290.7652445756768,3,193585.44574583854,4985.885884502353,590.4962733984555,0.8618705271322431
7387.8873596841395,solid,209110.76070203542,356822.636004876,353.80090580430743,2,162852.21997165342,4137.824114462972,154.01235666241166,0.8291556731129065
7738.175764708005,hybrid,467794.81671506976,272920.58146029746,378.6690998985382,3,82938.67815233686,4241.390854662187,451.92454827583714,0.8507892634989579
9401.26311959924,liquid,390546.6618143093,189554.50014565926,209.5264867528306,2,172108.20782810263,3517.1017296255704,554.7368899708604,0.8561714467206212
7990.481352804791,solid,283159.1014080752,213559.31411480572,250.99010105926106,1,50479.600648503845,4496.91262792433,500.41700763801407,0.9383873010968634
9647.157742144747,solid,285798.96520334866,120110.32737435344,296.85205214283457,2,148941.56360298258,4531.559524315395,71.19007750946534,0.8210164981662934
5851.781473716985,hybrid,503370.92870348116,285931.69590597553,294.5751503311072,1,65408.092762866014,2035.6255889204288,319.2163836673366,0.8741388602466803
5661.296497424308,hybrid,557021.690924806,141540.08565655837,442.2344011268121,3,55291.93391030113,4995.635040250741,594.2262913913606,0.9661489335662998
8616.945127379406,hybrid,765630.6117706831,107775.81082662228,335.04623533595844,2,138057.47815882324,3417.4627730633283,378.4401021529447,0.884487582513152
6324.525688180299,solid,435778.78298249806,119152.63745686636,293.25405540898043,2,67887.1541792037,4230.03658639037,374.33452305132306,0.8782136723170589
6887.630493428401,solid,627022.9812471792,103898.46047409787,224.07766077778703,3,132474.39389409556,4080.483579698514,555.1342087768032,0.8435568166631998
8235.18103441099,liquid,394916.98973572603,198929.88348644465,309.8900631511825,3,117552.05610728204,2965.7556135892246,489.1276540912099,0.8899679952134271
5188.9032397105375,liquid,789875.919398811,105851.35842879074,266.200653120084,3,161470.57904693828,3203.199629228371,81.84409628009135,0.9266738769020699
7794.822716373251,liquid,661543.5805532068,381211.7334018534,367.360408948821,1,199882.51833902893,4186.978241056993,400.2071477913384,0.8291648997289993
9488.979441307969,liquid,403844.61144564295,330362.6215381834,400.279464497734,3,134926.98152563957,2953.8811499204344,108.46196536938794,0.939108483737835
6829.688454967585,hybrid,440622.8680907348,140115.72089810402,433.187502671676,2,133782.5361562123,4810.600962109887,519.1676030544656,0.9315366930136431
6349.67196630931,hybrid,225899.88779231074,284469.14732764766,259.26780700005867,1,101316.96753603895,2084.95556747734,312.36810528299054,0.8706273876624844
5948.15683923135,liquid,432327.8626531289,114089.14195225958,347.5550423256527,3,194937.08161089785,2648.049622570861,348.5506349821602,0.8306432132526104
8517.928160195708,solid,325488.54323220736,381751.8882930936,380.2200756038565,1,136715.51439839843,4517.663079525935,227.88116665839556,0.9858043114226593
5600.78406685046,liquid,336798.6360598116,265273.4389544731,299.4930758725576,2,115856.80581218335,2999.792315736151,411.67383084674,0.8838891764014083
5326.178018182994,liquid,571673.504110964,127453.31163658567,312.9751032975604,1,129307.49251958507,3665.9716663269037,597.7153300850865,0.9293256060287863
6116.480054261838,liquid,215086.06343306377,355142.4778717802,248.76102466177835,3,122666.63932117446,4876.730270375576,154.86338916416224,0.8309040292071769
9023.8394042703,solid,489129.96416026313,164722.66425910016,421.42093519799425,1,71309.89488731841,3895.460852983125,252.19099355307222,0.9677970795269772
9561.826147095668,solid,328029.2046565735,206353.41020431352,221.96110867657575,3,138411.06081842718,4574.351190081683,271.1277978267358,0.9823332500491216
5136.727099740345,solid,725519.5643553103,282455.64938660257,414.1457898431226,2,115716.14261629565,4769.640865718035,382.5840371991576,0.8429284991715824
5946.70550632778,hybrid,720107.7784462549,329531.33161222166,244.0660112513799,3,148036.16151887702,2720.7833409727964,437.7198426612809,0.9393156052946049
8836.722091021635,solid,201010.7077915775,144728.83321155448,331.4988752212938,3,106077.17005108981,4307.442854935054,529.62460583905,0.8770652449039258
